# lat	lon
24.465179	121.884399
24.469830	121.889099
24.474480	121.893700
24.479130	121.898399
24.483780	121.903000
24.488430	121.907700
24.493080	121.912300
24.497730	121.917000
24.502380	121.921600
24.507030	121.926300
24.511681	121.930901
24.516331	121.935600
24.520981	121.940201
24.525631	121.944901
24.530279	121.949501
24.534929	121.954201
24.539579	121.958801
24.544230	121.963501
24.548880	121.968102
24.553530	121.972801
24.558180	121.977402
24.562830	121.982101
24.567480	121.986702
24.572130	121.991402
24.576780	121.996002
24.581430	122.000702
24.586081	122.005302
24.590731	122.010002
24.595381	122.014603
24.600031	122.019302
24.604679	122.023903
24.609329	122.028603
24.613979	122.033203
24.618629	122.037903
24.623280	122.042503
24.627930	122.047203
24.632580	122.051804
24.637230	122.056503
24.641880	122.061096
24.646530	122.065804
24.651180	122.070396
24.655830	122.075104
24.660480	122.079697
24.665131	122.084396
24.669781	122.088997
24.674431	122.093697
24.679079	122.098297
24.683729	122.102997
24.688379	122.107597
24.693029	122.112297
24.697680	122.116898
24.702330	122.121597
24.706980	122.126198
24.711630	122.130898
24.716280	122.135498
24.720930	122.140198
24.725580	122.144798
24.730230	122.149498
24.734880	122.154099
24.739531	122.158798
24.744181	122.163399
24.748831	122.168098
24.753481	122.172699
24.758129	122.177399
24.762779	122.181999
24.767429	122.186699
24.772079	122.191299
24.776730	122.195999
24.781380	122.200600
24.786030	122.205299
24.790680	122.209900
24.795330	122.214600
24.799980	122.219200
24.804630	122.223900
24.809280	122.228500
24.813931	122.233200
24.818581	122.237801
24.823231	122.242500
24.827881	122.247101
24.832529	122.251801
24.837179	122.256401
24.841829	122.261101
24.846479	122.265701
24.851130	122.270401
24.855780	122.275002
24.860430	122.279701
24.865080	122.284302
24.869730	122.289001
24.874380	122.293602
24.879030	122.298302
24.883680	122.302902
24.888330	122.307602
24.892981	122.312202
24.897631	122.316902
24.902281	122.321503
24.906931	122.326202
24.911579	122.330803
24.916229	122.335503
24.920879	122.340103
24.925529	122.344803
24.930180	122.349403
24.934830	122.354103
24.939480	122.358704
24.944130	122.363403
24.948780	122.367996
24.953430	122.372704
24.958080	122.377296
24.962730	122.382004
24.967381	122.386597
24.972031	122.391296
24.976681	122.395897
24.981331	122.400597
24.985979	122.405197
24.990629	122.409897
24.995279	122.414497
24.999929	122.419197
25.004580	122.423798
25.009230	122.428497
25.013880	122.433098
25.018530	122.437798
25.023180	122.442398
25.027830	122.447098
25.032480	122.451698
25.037130	122.456398
25.041780	122.460999
25.046431	122.465698
25.051081	122.470299
25.055731	122.474998
25.060381	122.479599
25.065029	122.484299
25.069679	122.488899
25.074329	122.493599
25.078979	122.498199
25.083630	122.502899
25.088280	122.507500
25.092930	122.512199
25.097580	122.516800
25.102230	122.521500
25.106880	122.526100
25.111530	122.530800
25.116180	122.535400
25.120831	122.540100
25.125481	122.544701
25.130131	122.549400
25.134781	122.554001
25.139429	122.558701
25.144079	122.563301
25.148729	122.568001
25.153379	122.572601
25.158030	122.577301
25.162680	122.581902
25.167330	122.586601
25.171980	122.591202
25.176630	122.595901
25.181280	122.600502
25.185930	122.605202
25.190580	122.609802
25.195230	122.614502
25.199881	122.619102
25.204531	122.623802
25.209181	122.628403
25.213831	122.633102
25.218479	122.637703
25.223129	122.642403
25.227779	122.647003
25.232430	122.651703
25.237080	122.656303
25.241730	122.661003
25.246380	122.665604
25.251030	122.670303
25.255680	122.674896
25.260330	122.679604
25.264980	122.684196
25.269630	122.688904
25.274281	122.693497
25.278931	122.698196
25.283581	122.702797
25.288231	122.707497
25.292879	122.712097
25.297529	122.716797
25.302179	122.721397
25.306829	122.726097
25.311480	122.730698
25.316130	122.735397
25.320780	122.739998
25.325430	122.744698
25.330080	122.749298
25.334730	122.753998
25.339380	122.758598
25.344030	122.763298
25.348680	122.767899
25.353331	122.772598
25.357981	122.777199
25.362631	122.781898
25.367279	122.786499
25.371929	122.791199
25.376579	122.795799
25.381229	122.800499
25.385880	122.805099
25.390530	122.809799
25.395180	122.814400
25.399830	122.819099
25.404480	122.823700
25.409130	122.828400
25.413780	122.833000
25.418430	122.837700
25.423080	122.842300
25.427731	122.847000
25.432381	122.851601
25.437031	122.856300
25.441681	122.860901
25.446329	122.865601
25.450979	122.870201
25.455629	122.874901
25.460279	122.879501
25.464930	122.884201
25.469580	122.888802
25.474230	122.893501
25.478880	122.898102
25.483530	122.902802
25.488180	122.907402
25.492830	122.912102
25.497480	122.916702
25.502131	122.921402
25.506781	122.926003
25.511431	122.930702
25.516081	122.935303
25.520729	122.940002
25.525379	122.944603
25.530029	122.949303
25.534679	122.953903
25.539330	122.958603
25.543980	122.963203
25.548630	122.967903
25.553280	122.972504
25.557930	122.977203
25.562580	122.981796
25.567230	122.986504
25.571880	122.991096
25.576530	122.995796
25.581181	123.000397
25.585831	123.005096
25.590481	123.009697
25.595131	123.014397
25.599779	123.018997
25.604429	123.023697
25.609079	123.028297
25.613729	123.032997
25.618380	123.037598
25.623030	123.042297
25.627680	123.046898
25.632330	123.051598
25.636980	123.056198
25.641630	123.060898
25.646280	123.065498
25.650930	123.070198
25.655581	123.074799
25.660231	123.079498
25.664881	123.084099
25.669531	123.088799
25.674179	123.093399
25.678829	123.098099
25.683479	123.102699
25.688129	123.107399
25.692780	123.112000
25.697430	123.116699
25.702080	123.121300
25.706730	123.125999
25.711380	123.130600
25.716030	123.135300
25.720680	123.139900
25.725330	123.144600
25.729980	123.149200
25.734631	123.153900
25.739281	123.158501
25.743931	123.163200
25.748581	123.167801
25.753229	123.172501
25.757879	123.177101
25.762529	123.181801
25.767179	123.186401
25.771830	123.191101
25.776480	123.195702
25.781130	123.200401
25.785780	123.205002
25.790430	123.209702
25.795080	123.214302
25.799730	123.219002
25.804380	123.223602
25.809031	123.228302
25.813681	123.232903
25.818331	123.237602
25.822981	123.242203
25.827629	123.246902
25.832279	123.251503
25.836929	123.256203
25.841579	123.260803
25.846230	123.265503
25.850880	123.270103
25.855530	123.274803
25.860180	123.279404
25.864830	123.284103
25.869480	123.288696
25.874130	123.293404
25.878780	123.297997
25.883430	123.302696
25.888081	123.307297
25.892731	123.311996
25.897381	123.316597
25.902031	123.321297
25.906679	123.325897
25.911329	123.330597
25.915979	123.335197
25.920630	123.339897
25.925280	123.344498
25.929930	123.349197
25.934580	123.353798
25.939230	123.358498
25.943880	123.363098
25.948530	123.367798
25.953180	123.372398
25.957830	123.377098
25.962481	123.381699
25.967131	123.386398
25.971781	123.390999
25.976431	123.395699
